,loopid,fromaddress,toaddress,tokenid,ethprice,date,transhash
109,COOLCAT125,0xa33abfe42d2977e7ddef12608129311f3bd8f086,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,9104,0.2,2021-07-07,0xd1f810431adc499c213a0335c3d0d91b9b2e16d9dc1d2758456ba45941173079
110,COOLCAT125,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,0xa33abfe42d2977e7ddef12608129311f3bd8f086,2779,0.215,2021-07-07,0xa17fb0689bf110c71e2d37218dc5ef0bb3f922782e8f1e7875fc12acc6f373fc
111,COOLCAT127,0x3b3fc1f418bef741a954403e5c6cce50df4349e9,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,9511,0.109,2021-07-07,0xd323bf10f282126f6ee63c6b9cef807ad960223ff7bec7be69014d835608e855
112,COOLCAT127,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0x3b3fc1f418bef741a954403e5c6cce50df4349e9,2459,0.07,2021-07-04,0x97dc3d59bc75e01cf4e684f88f83715472c83e2087abc0be76f47bbc89ffc9af
113,COOLCAT128,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,2779,0.12,2021-07-06,0xcca918f35b03c55b20904f21b1f978e0972d3cb6ef244fd51715346ab5d7a48f
114,COOLCAT128,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,0xa958e6e90f570ca0293a01cdbbb6997de5848850,9062,0.03,2021-07-04,0x853202c5f35ce03a9ffd5beae1c97b4da25bc9739e921d64255afe2b925c0dc0
115,COOLCAT129,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,0x3b3fc1f418bef741a954403e5c6cce50df4349e9,5246,0.035,2021-07-02,0x7938680547bc016203f074162504ee0558cbbc52f593f5281dd44a1c174d9072
116,COOLCAT129,0x3b3fc1f418bef741a954403e5c6cce50df4349e9,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,9511,0.109,2021-07-07,0xd323bf10f282126f6ee63c6b9cef807ad960223ff7bec7be69014d835608e855
118,COOLCAT13,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,0x88a72b209091f4a4ffa3514e520adbe124ca269a,2832,0.1,2021-07-04,0xd4f592467d014780d3c5a67d534773a3e37544bbf2b03d6d18a107a9fa942993
117,COOLCAT13,0x88a72b209091f4a4ffa3514e520adbe124ca269a,0xf05155f792819710da259c103d30e4b70178ea9f,7987,0.195,2021-07-04,0x85970e4240dc8c2114cd6c89a4f491d921be06aa60f288d5583eda3a8233a02d
119,COOLCAT130,0xc543330faaea16cf42d2973658e0036285b2ee25,0x343f18e39ab281bdd574834be26b32f3c75f42dc,5673,1.0,2021-07-07,0x05fb25f373ddb9c3c6f2eecdf680bd3ceafee8ef2b4330141b538a2811849bc0
120,COOLCAT130,0x343f18e39ab281bdd574834be26b32f3c75f42dc,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,2757,0.24,2021-07-07,0x1908014e3bcd3ba7158d396b10705e5ce824033c0981972c9f2c7b22885f5570
121,COOLCAT130,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,0xc543330faaea16cf42d2973658e0036285b2ee25,9511,0.189,2021-07-07,0x458db0db47a25f972ddbd7a99bb0656905025209162fd244ed3e279e5ed59500
122,COOLCAT132,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,0x99540ae98d76b5630635abbec9f24c226fd29ffc,7239,0.015,2021-07-01,0x4ec57f51c62e6c9edce7f3c90dc9de8319f29de6c511b92d20819c2ad21dc54b
123,COOLCAT132,0x6d1f97038f6537410ed50456c4a1a9a174f19282,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,1248,0.135,2021-07-06,0xc1deae0908d017baed320f07740b9cd65ccd3ccfb2241154356e7b04cc24b1c5
124,COOLCAT132,0x99540ae98d76b5630635abbec9f24c226fd29ffc,0x6d1f97038f6537410ed50456c4a1a9a174f19282,8346,0.25,2021-07-04,0xbc959edeb4dfc6534bc45f25e2079395489a508971c59ed2f62a0fba5311a404
125,COOLCAT133,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,0xf14c883b4940e0f8c4257d72674f003d8b6cdb58,7401,0.0349,2021-07-02,0x37a8364cd1c025d719b759cb4d4d2a610fda5f48abf641190a6ca2935098018d
126,COOLCAT133,0xf14c883b4940e0f8c4257d72674f003d8b6cdb58,0x1f6411a05076cb13830ae9cb8531598c33bdb215,9850,0.035,2021-07-02,0x8bc0d7fcf43543e1afb3ce3c25b2c17784beed8149dcfdf01b1242c223006428
127,COOLCAT133,0x1f6411a05076cb13830ae9cb8531598c33bdb215,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,5313,0.025,2021-07-02,0x78dfedd4f09b090a91b37a3ee4941e0eec3e49f84e77e9bbf58c871f708d0124
128,COOLCAT137,0x735ed02655bca15ec46491c0de4946591135459b,0xa958e6e90f570ca0293a01cdbbb6997de5848850,1122,0.022,2021-07-03,0xfd33358973ffeeda3092683984c3e6f3b74bb1c2bcad1d4a4b206a4db6a862a9
129,COOLCAT137,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0xb53349160e38739b37e4bbfcf950ed26e26fcb41,4936,0.23,2021-07-04,0x1b7e1eb61f30c7f9921dc2dccf40e7e3f7b98c6586574ac1730f920ed3c133ba
130,COOLCAT138,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0xb53349160e38739b37e4bbfcf950ed26e26fcb41,4936,0.23,2021-07-04,0x1b7e1eb61f30c7f9921dc2dccf40e7e3f7b98c6586574ac1730f920ed3c133ba
131,COOLCAT138,0x735ed02655bca15ec46491c0de4946591135459b,0xa958e6e90f570ca0293a01cdbbb6997de5848850,1132,0.03,2021-07-02,0xae97b1efe5f31360640c39a958ec6b787d36322f4c576cebaca16426797fb3ac
132,COOLCAT139,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0xb53349160e38739b37e4bbfcf950ed26e26fcb41,4936,0.23,2021-07-04,0x1b7e1eb61f30c7f9921dc2dccf40e7e3f7b98c6586574ac1730f920ed3c133ba
133,COOLCAT139,0x735ed02655bca15ec46491c0de4946591135459b,0xa958e6e90f570ca0293a01cdbbb6997de5848850,1135,0.022,2021-07-03,0x947d1c2e4f5d6b00efe60bc8ece15173e98c0aad02f4e38950cddd1afeb0e26d
135,COOLCAT14,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,9404,0.2,2021-07-04,0x467b5a43a78ed1c074849b97e83e7fadbffc4817d1c602229457e4c424524b8c
134,COOLCAT14,0x6d5a7d96d86e6d93ecdf180624fd89f93f988ddd,0xf05155f792819710da259c103d30e4b70178ea9f,1202,0.029,2021-07-04,0x025d1a949c6aa09fc02bc5995ab58f39b2dac9dba70b49173fc662555b5b9744
137,COOLCAT140,0x735ed02655bca15ec46491c0de4946591135459b,0xa958e6e90f570ca0293a01cdbbb6997de5848850,1175,0.025,2021-07-04,0x0839aa413160a4d55ba4361168bb3f1646b1add758c8a9a69cbe1a36d12d62f2
136,COOLCAT140,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0xb53349160e38739b37e4bbfcf950ed26e26fcb41,4936,0.23,2021-07-04,0x1b7e1eb61f30c7f9921dc2dccf40e7e3f7b98c6586574ac1730f920ed3c133ba
138,COOLCAT141,0xa958e6e90f570ca0293a01cdbbb6997de5848850,0xb53349160e38739b37e4bbfcf950ed26e26fcb41,4936,0.23,2021-07-04,0x1b7e1eb61f30c7f9921dc2dccf40e7e3f7b98c6586574ac1730f920ed3c133ba
139,COOLCAT141,0x735ed02655bca15ec46491c0de4946591135459b,0xa958e6e90f570ca0293a01cdbbb6997de5848850,1118,0.025,2021-07-04,0x38ab5c0d838f2614b152b5c2638863d2bae5daee2955c30b1fb3a1dffbcb3ac8
140,COOLCAT145,0x2b977c3c7e18f9df4a6769203f8f81d95b8baff0,0x4e74369c65a4f8d22f1f8505da98197f4cc1765f,9151,0.0295,2021-07-02,0xe61ef218ab657288c06d12eb2d979a783e99e90398e7ac72b306b734f69cbc9f
141,COOLCAT145,0x4e74369c65a4f8d22f1f8505da98197f4cc1765f,0xb53349160e38739b37e4bbfcf950ed26e26fcb41,9151,0.049,2021-07-04,0x319c7b6591e861c2a9f700e02bfa48bd11e2edae842dcf3ba897bedcefc9937b
142,COOLCAT148,0xf05155f792819710da259c103d30e4b70178ea9f,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,9578,0.21,2021-07-04,0x7724ffae7028d9842a4d974975fc459fad6d991f60dde566b8b7ed99265014fa
143,COOLCAT148,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,0xbc9947c8b019f57014f6b9cebe8571d7ace1d2ca,2577,0.375,2021-07-08,0x5b504ca79eb77ae5ebd170c94f458e8c6e9437dd1882772a052faf0adbcc03d5
144,COOLCAT148,0xbc9947c8b019f57014f6b9cebe8571d7ace1d2ca,0xf05155f792819710da259c103d30e4b70178ea9f,533,0.1479,2021-07-07,0xdfda6d62a851e83beec6bf1a1d7906104013c0c5d5008b20adf7b171188974f6
147,COOLCAT149,0x668e961736454a2444adb485340cb7f0844ddd3d,0x6d1f97038f6537410ed50456c4a1a9a174f19282,6231,1.0,2021-07-07,0xf89a6f22f94089f56bb5e5fa528811065255ea1f9d147acee66494a7a773e06f
146,COOLCAT149,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,0x668e961736454a2444adb485340cb7f0844ddd3d,7983,0.19,2021-07-06,0xc01496a4188e92dff155d1dab7077ebad0734cbbc8caab1bd677617dd78d8912
145,COOLCAT149,0x6d1f97038f6537410ed50456c4a1a9a174f19282,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,435,0.15,2021-07-04,0xacdf8ec793cc60ff3f1c6efb92162c83df04d9435ba3b740b83795b6a16cfa51
148,COOLCAT15,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,0xf05155f792819710da259c103d30e4b70178ea9f,519,0.027,2021-07-04,0xa4810239555ea2346dae18d2c360c974462604e394282268cf8d2179b0bdf557
149,COOLCAT15,0xf05155f792819710da259c103d30e4b70178ea9f,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,9404,0.06,2021-07-02,0x6304b261b8ee30fc82f30ef30cfb5f6fd3c7daca6e301925ec37c8dcef525763
150,COOLCAT15,0xf7e20ed715a0d83f89130796c44c3d36c724a0c4,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,2634,0.15,2021-07-03,0x88249cbd07590c521c3774afe2d30b6de762496bf542d855ddfe2d691d708925
151,COOLCAT150,0x45d2bafe56c85433e0b9f9b50dd124ea3041f223,0x6d1f97038f6537410ed50456c4a1a9a174f19282,9795,0.38,2021-07-04,0x421c35856d9b006acbd055398bb5de71adaaea7aa2baa1768f26d6d123efc6b0
152,COOLCAT150,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,0x45d2bafe56c85433e0b9f9b50dd124ea3041f223,8873,1.33,2021-07-09,0x9764ce224ac0c522fa93329179393c8829f1230360a3b51c790e527f005f06c9
153,COOLCAT150,0x6d1f97038f6537410ed50456c4a1a9a174f19282,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,435,0.15,2021-07-04,0xacdf8ec793cc60ff3f1c6efb92162c83df04d9435ba3b740b83795b6a16cfa51
155,COOLCAT151,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,0xf05155f792819710da259c103d30e4b70178ea9f,519,0.027,2021-07-04,0xa4810239555ea2346dae18d2c360c974462604e394282268cf8d2179b0bdf557
154,COOLCAT151,0xf05155f792819710da259c103d30e4b70178ea9f,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,9578,0.21,2021-07-04,0x7724ffae7028d9842a4d974975fc459fad6d991f60dde566b8b7ed99265014fa
156,COOLCAT152,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,6957,0.39,2021-07-07,0xaa50c57b30769dd2b8ce7a4891598dab8c4f8e2d2fbc18d183c8986ba16a5cfb
157,COOLCAT152,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,0xf05155f792819710da259c103d30e4b70178ea9f,1547,0.029,2021-07-04,0x020715f0bb2a6cfe972d3e47873eca940a8fb142a35abccc18c4417394b2cb82
158,COOLCAT152,0xf05155f792819710da259c103d30e4b70178ea9f,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,9578,0.21,2021-07-04,0x7724ffae7028d9842a4d974975fc459fad6d991f60dde566b8b7ed99265014fa
159,COOLCAT155,0x481db8e538f86dfd73889089d9408ca52f308ee5,0xff1697cd18f03242ea521a80334a9060f0c25c7a,2556,0.01,2021-07-01,0xf458d373b827cdb6a38123715c404b80bb965f7e9bcbd4e889d14c1c3c9d0b16
160,COOLCAT155,0xff1697cd18f03242ea521a80334a9060f0c25c7a,0xd9d1c2623fbb4377d9bf29075e610a9b8b4805b4,6471,0.5,2021-07-07,0xd65a3188cc3e8ab9f265e1624de341b961e1724587bafb67a087e5bf41befbe3
161,COOLCAT156,0x481db8e538f86dfd73889089d9408ca52f308ee5,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,7240,0.009,2021-07-01,0x3c53b3038690c2ffd908b427d3f9f0e0941ce1b80472f3d65cc3f1ef05ccac3b
162,COOLCAT156,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,0xd9d1c2623fbb4377d9bf29075e610a9b8b4805b4,1592,0.099,2021-07-06,0x81d96d2b51f143c69d82ee4dd1a03769049ab5d70a1b2131fc3a4975b708100d
163,COOLCAT157,0x2b977c3c7e18f9df4a6769203f8f81d95b8baff0,0xd9d1c2623fbb4377d9bf29075e610a9b8b4805b4,5856,0.0298,2021-07-04,0xa4ee57064cf9b1c42a505d7345d93361724ddec6f2994386756622fcfa2070b6
164,COOLCAT157,0x481db8e538f86dfd73889089d9408ca52f308ee5,0x2b977c3c7e18f9df4a6769203f8f81d95b8baff0,3163,0.01,2021-07-01,0xd03ccfaff5e20e754c91bf50a718d9bea30af3fd8b9d0387f58ee382198dfd3e
165,COOLCAT158,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,0xd9d1c2623fbb4377d9bf29075e610a9b8b4805b4,1592,0.099,2021-07-06,0x81d96d2b51f143c69d82ee4dd1a03769049ab5d70a1b2131fc3a4975b708100d
166,COOLCAT158,0x481db8e538f86dfd73889089d9408ca52f308ee5,0xbfe2a4c010dd3b352b77a18a58b654524aa456f2,7239,0.009,2021-07-01,0xad3c344b545accc92ed3ba7092f3c7283fa2d5831d4922cc0f540a41b157d9c9
167,COOLCAT16,0xf05155f792819710da259c103d30e4b70178ea9f,0x6d1f97038f6537410ed50456c4a1a9a174f19282,435,0.08,2021-07-04,0x7a58fdc5b0687d6ecaca62f1869765c19417e1ce66084ae976a5b543246a498c
168,COOLCAT16,0x6d1f97038f6537410ed50456c4a1a9a174f19282,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,7435,0.8,2021-07-07,0x5a3b680f7a1663ff051271ea7dd71ea3471977e4260362331629fcc4c6cd2f0a
169,COOLCAT16,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,0xf05155f792819710da259c103d30e4b70178ea9f,8701,0.027,2021-07-04,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616
171,COOLCAT162,0x31a89ded8d736ca8bb846653ab74573c2dbe7bf1,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,7191,0.85,2021-07-10,0x4c9d8e94a80291f7def6a0ce41088e64b5e615ecc9d2202fc7308b4b162cb5d4
170,COOLCAT162,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,0x31a89ded8d736ca8bb846653ab74573c2dbe7bf1,5773,0.7,2021-07-15,0xd8dbbf20f96febeb47568c62f323f450375c1eb363e36ca7d69c97d1a302cab1
172,COOLCAT164,0x81be7f475e335693fda594abc8b42bb0d873f9a0,0x7afda74eece4092e63a6055c078544b6dd2ffad2,5231,0.389,2021-07-08,0x4eea854ef5a263e0adfa0d0164a03697fde4744c417aeb91faf381ac90970144
173,COOLCAT164,0x7afda74eece4092e63a6055c078544b6dd2ffad2,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,4544,0.29,2021-07-07,0x5d4163b58322a22f821c3ef9f817bb891e15e432c6fb5e90c14014d8fac52787
174,COOLCAT165,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,0x81be7f475e335693fda594abc8b42bb0d873f9a0,9457,0.7,2021-07-15,0x718e699e4e6b23de3c48650a82b0febf7aba96f5070bbefb60edb00d67452cc9
175,COOLCAT165,0x81be7f475e335693fda594abc8b42bb0d873f9a0,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,9114,0.94,2021-07-10,0xe6a8a7ee5f2cf43ed05147fe9509de1f81e380e95604a77634528f073ab643de
176,COOLCAT167,0xe288a00df4b697606078876788e4d64633cd2e01,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,5175,4.7036842917,2021-07-10,0x4d35785caf0b582f49e66f9b6d3ecee672311c01293876e514c3f691676e52b4
177,COOLCAT167,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,7240,0.329,2021-07-07,0x741a798b6f306f4973740707483141f4eac905aac3792a42b0c93e944dfb5c42
178,COOLCAT17,0x09c34af24759281d4a078bc57c504e96eb912427,0xf05155f792819710da259c103d30e4b70178ea9f,7771,0.029,2021-07-04,0x216a0d444e5e23b8d4b9ff5194a478630f7778a2e8578fbbf2c0026e642a81fb
179,COOLCAT17,0xf05155f792819710da259c103d30e4b70178ea9f,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,555,0.1,2021-07-04,0xb25d0c9451abbca149a29bce15c4510d0ff6da0de20c87ee674b2caa794c45cf
180,COOLCAT17,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,0x09c34af24759281d4a078bc57c504e96eb912427,5014,0.22,2021-07-07,0x683910db6889556c3a63855fb7df68afc99706343f66d849da299f09852bdb53
181,COOLCAT171,0xf05155f792819710da259c103d30e4b70178ea9f,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,555,0.1,2021-07-04,0xb25d0c9451abbca149a29bce15c4510d0ff6da0de20c87ee674b2caa794c45cf
182,COOLCAT171,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,0x09c34af24759281d4a078bc57c504e96eb912427,5014,0.22,2021-07-07,0x683910db6889556c3a63855fb7df68afc99706343f66d849da299f09852bdb53
183,COOLCAT172,0x09c34af24759281d4a078bc57c504e96eb912427,0xf05155f792819710da259c103d30e4b70178ea9f,7771,0.029,2021-07-04,0x216a0d444e5e23b8d4b9ff5194a478630f7778a2e8578fbbf2c0026e642a81fb
184,COOLCAT172,0x09ba0d8c6e10147660714388d4857260d9bd7958,0x09c34af24759281d4a078bc57c504e96eb912427,8787,0.4,2021-07-07,0x60ddc496ebd5125fdfcb02c4f22bf359c27e7382f9f6268deacc8e7fc1fd0201
185,COOLCAT172,0xf05155f792819710da259c103d30e4b70178ea9f,0x09ba0d8c6e10147660714388d4857260d9bd7958,430,0.055,2021-07-02,0x16979721008cfb2ccbb0bc62657c64d9e6aba6c20caf4ad86ab8ef3edcbd9294
188,COOLCAT19,0xfe5573c66273313034f7ff6050c54b5402553716,0x021edd67d43b365a6401a5ee704aa6f264f3f4e4,673,0.1,2021-07-04,0x981dad48240eed45bed81d514967ae06d9d152740e1c3caf5b365a45ba6b6274
187,COOLCAT19,0xf05155f792819710da259c103d30e4b70178ea9f,0xfe5573c66273313034f7ff6050c54b5402553716,437,0.15,2021-07-06,0xcabb9a1f0f0ea05d1a56354071207f954b6a8ac3a8c8260c95b9f0fe086c5497
186,COOLCAT19,0x021edd67d43b365a6401a5ee704aa6f264f3f4e4,0xf05155f792819710da259c103d30e4b70178ea9f,1282,0.1666,2021-07-07,0x1d47e985412fea1ed264429439c3de79609e29fcd3d74af91182f2dd0be30490
189,COOLCAT2,0x6d1f97038f6537410ed50456c4a1a9a174f19282,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,7435,0.8,2021-07-07,0x5a3b680f7a1663ff051271ea7dd71ea3471977e4260362331629fcc4c6cd2f0a
190,COOLCAT2,0xf05155f792819710da259c103d30e4b70178ea9f,0x6d1f97038f6537410ed50456c4a1a9a174f19282,6559,0.05,2021-07-04,0x6eb9b45d486dfe2b5ac8f484f425046ba7ac39909edc988d49713a58f9e91e1c
191,COOLCAT2,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,0xf05155f792819710da259c103d30e4b70178ea9f,8701,0.027,2021-07-04,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616
192,COOLCAT20,0xfd1b8d2b036f7c78a794be2c6f9ba4de698459e8,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,1408,0.1711,2021-07-07,0x4feeda9b9d7efcb2157fd7ee53bd57b12542196777a9da62a90eb6945b16c971
193,COOLCAT20,0xf05155f792819710da259c103d30e4b70178ea9f,0xfd1b8d2b036f7c78a794be2c6f9ba4de698459e8,1408,0.09,2021-07-04,0x5e3e021fb38f1709f80a05cdf86b9a1dab54b663fc99fc4dd16905642f3e8022
194,COOLCAT20,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,0xf05155f792819710da259c103d30e4b70178ea9f,7703,0.144,2021-07-07,0x717ce8a7a8f56a6ec173941fee75dd145e30e136d3bbef322fbbcb3ec26339b0
195,COOLCAT22,0xfd1b8d2b036f7c78a794be2c6f9ba4de698459e8,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,1408,0.1711,2021-07-07,0x4feeda9b9d7efcb2157fd7ee53bd57b12542196777a9da62a90eb6945b16c971
196,COOLCAT22,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,0xf05155f792819710da259c103d30e4b70178ea9f,7703,0.144,2021-07-07,0x717ce8a7a8f56a6ec173941fee75dd145e30e136d3bbef322fbbcb3ec26339b0
197,COOLCAT22,0xf05155f792819710da259c103d30e4b70178ea9f,0xfd1b8d2b036f7c78a794be2c6f9ba4de698459e8,8236,0.096,2021-07-04,0xb4f6b3aa236f738b935d6774c2912b0c5e631e235f271025e5aff477fc995928
198,COOLCAT23,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,0xbc9947c8b019f57014f6b9cebe8571d7ace1d2ca,2577,0.375,2021-07-08,0x5b504ca79eb77ae5ebd170c94f458e8c6e9437dd1882772a052faf0adbcc03d5
199,COOLCAT23,0xbc9947c8b019f57014f6b9cebe8571d7ace1d2ca,0xf05155f792819710da259c103d30e4b70178ea9f,533,0.1479,2021-07-07,0xdfda6d62a851e83beec6bf1a1d7906104013c0c5d5008b20adf7b171188974f6
200,COOLCAT24,0xf05155f792819710da259c103d30e4b70178ea9f,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,9578,0.21,2021-07-04,0x7724ffae7028d9842a4d974975fc459fad6d991f60dde566b8b7ed99265014fa
201,COOLCAT24,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,0xf05155f792819710da259c103d30e4b70178ea9f,519,0.027,2021-07-04,0xa4810239555ea2346dae18d2c360c974462604e394282268cf8d2179b0bdf557
202,COOLCAT24,0x59f1875986a5eac58bf4959789fd5a3a3cb36c6e,0xbd0247706f8486aaa6b372d81ab4b85f6f4c57ef,6957,0.39,2021-07-07,0xaa50c57b30769dd2b8ce7a4891598dab8c4f8e2d2fbc18d183c8986ba16a5cfb
204,COOLCAT25,0x3a8ba184032ea515167bc3f6e19914f95c3c2ec5,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,8863,0.16,2021-07-07,0x30159258dd03f8e47c064a2439ccb8e2db1a294e6aeb25b3250a268c1041829b
205,COOLCAT25,0xf05155f792819710da259c103d30e4b70178ea9f,0x3a8ba184032ea515167bc3f6e19914f95c3c2ec5,6562,0.2,2021-07-06,0x83851b8446c53794ff668702c0221575c03d98251a9b230b0025f78dd3331a38
203,COOLCAT25,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,0xf05155f792819710da259c103d30e4b70178ea9f,8701,0.027,2021-07-04,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616
206,COOLCAT26,0xf05155f792819710da259c103d30e4b70178ea9f,0x5c324717224ab76d82d3ff1a86f0d0fe20fed856,3793,0.07,2021-07-04,0x67f04c2de22af82348ecacc34a176c9014aab77da73dcc7f07721ed42026e718
207,COOLCAT26,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,0xf05155f792819710da259c103d30e4b70178ea9f,7703,0.144,2021-07-07,0x717ce8a7a8f56a6ec173941fee75dd145e30e136d3bbef322fbbcb3ec26339b0
208,COOLCAT26,0x5c324717224ab76d82d3ff1a86f0d0fe20fed856,0x72fae93d08a060a7f0a8919708c0db74ca46cbb6,7703,0.045,2021-07-04,0x8e3cf6882a6f687088fcb217190640d86e5c07323cea5d700f5cde744ccc80cc
209,COOLCAT28,0x029a3507136ec97a0f2481274598a76f439bbd15,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,429,0.25,2021-07-07,0xb2fb17900cbe441815f589c7a210e943f4f710b2fb0a0ccef786eca3f1ef7828
210,COOLCAT28,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,0xf05155f792819710da259c103d30e4b70178ea9f,8701,0.027,2021-07-04,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616
211,COOLCAT28,0xf05155f792819710da259c103d30e4b70178ea9f,0x029a3507136ec97a0f2481274598a76f439bbd15,429,0.05,2021-07-04,0x8dd1928401d3412f53e849093be764b976437927dfd3fc3a3561eda03c4cc880
214,COOLCAT29,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,0xf05155f792819710da259c103d30e4b70178ea9f,8701,0.027,2021-07-04,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616
213,COOLCAT29,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,7949,0.1,2021-07-04,0xed398889b4e655dcb38bc6e8be92b259d2222b56d10bf7aea9bcc9a8a557b243
212,COOLCAT29,0xf05155f792819710da259c103d30e4b70178ea9f,0x08d816526bdc9d077dd685bd9fa49f58a5ab8e48,2359,0.09,2021-07-04,0x58aaf66553614df9e99bae079cb2db4d3ff4a4fa1d809d6ff43ea6968f2413c2
215,COOLCAT3,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,0xf05155f792819710da259c103d30e4b70178ea9f,8701,0.027,2021-07-04,0x55c941902bb4d8600d5db8f0166e650ee75e626949c6ad1711131d6dff218616
216,COOLCAT3,0xf05155f792819710da259c103d30e4b70178ea9f,0x6d1f97038f6537410ed50456c4a1a9a174f19282,7771,0.099,2021-07-04,0xb667964f2082be625b27e845908e218400c1a90513e96905cf907d29a4035578
217,COOLCAT3,0x6d1f97038f6537410ed50456c4a1a9a174f19282,0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,7435,0.8,2021-07-07,0x5a3b680f7a1663ff051271ea7dd71ea3471977e4260362331629fcc4c6cd2f0a
218,COOLCAT30,0xf05155f792819710da259c103d30e4b70178ea9f,0x235cc1815f11cdeb941ddb342ba57f8bed806841,3796,0.05,2021-07-04,0xdfc3ecbae7a5b0008a67e4f70e123308f0742feb9efac6cfe701500b4dd8865a
219,COOLCAT30,0x235cc1815f11cdeb941ddb342ba57f8bed806841,0x1b6284b63ad8e0b0e254500869896153a2260d1c,7430,0.069,2021-07-04,0x7f98d4baa7c3f3c40432534f3f7f1ebbb952a9ffa4b6ae0f71de24f864f4ff71
